"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Europe & Central Asia (excluding high income)","ECA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5586497895072.36","5290069281755.83","4706683439591.07","4381499606566.25","3849634966440.52","3744197120391.17","3710740348471.78","3801058751364.23","3735452580876.74","3826135481170.87","4145699825446.56","4276945777001.13","4509015083529.19","4828961792364.17","5234466179335.93","5604279037726.89","6062074880638.97","6540805295134.89","6819328955109.31","6391382824838.06","6739549413283.92","7146672932650.51","7413951371750.69","7686987804674.78","7797155597681.81","7821074252629.15","7938533742464.17","8233456896362.47","8493172228440.85","8687783937461.06","8562708063488.23","9179799755092.22","9145283873147.09",
"Europe & Central Asia","ECS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19846729144690.9","19708008545743.3","19268957814263.6","18935485239221.8","18819519143101.1","19122616314439.9","19395458347560.5","19949038693725.3","20366111036453.6","20938388992775.4","21927176919354.5","22454513134735.8","22918193510904.9","23478456051213","24390652219666.8","25173796345009.9","26304865995861.5","27436402748049","27871423019906.9","26551399887075.6","27324154983499.9","28093698909163.6","28289876254943.5","28607880148975.5","29116321122344.6","29641487078862.2","30202378976931.7","31136629581715.5","31896124938894.7","32525814939754.2","30909429572998.1","32805113639937.5","33635071848066.6",
"Ecuador","ECU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84852688573.0856","88494007973.6831","90365046231.1193","92148145660.2243","96072044504.2498","98236114165.1149","99937315630.4906","104262467500.072","107668231658.034","102565418785.567","103685229632.358","107848844714.928","112267171012.053","115324068368.38","124793351744.836","131396552682.369","137182634612.881","140187022069.715","149098894146.809","149943526846.065","155229484002.131","167443158551.426","176890238040.202","185640133594.918","192673794231.404","192864295837.36","190499039001.124","195010792573.628","197525050990.573","197548961601.146","182164624659.428","189879754187.301","195476780141.876",
"Egypt, Arab Rep.","EGY","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","359977596837.529","364028801245.216","380311296933.771","391343332021.992","406892076439.205","425781873327.04","447022983802.606","471575071842.886","497867728000.946","528005846133.814","561639838777.506","581495222238.361","595394144462.036","614407786974.547","639549793602.661","668148826142.142","713875850697.025","764474139036.106","819182076214.709","857467368086.415","901603227348.705","917512664989.763","937938330090.216","958436653898.243","986383822150.171","1029508711035.91","1074257784048.51","1119174876108.72","1178839304390.02","1244289559734","1288463890164.94","1330862675783","1418537854129.66",
"Euro area","EMU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10173821741675.4","10449794648068.6","10596807116077.1","10523817052969.3","10781027986010.3","11043954123576.1","11233845951153.3","11541210962999","11892616445235.8","12241960822978.6","12716208260529.6","13001424247961.5","13130667169113.4","13231185633410.1","13537885073362.5","13771189620492.5","14222012112223.2","14653743224295.5","14714976766033.8","14042411712239.1","14337046328042.2","14564473709469.2","14428047912207","14389293341996.3","14589768700429.6","14889104674644.3","15168605619399.8","15565749952154.4","15845381350263.8","16097894728468.7","15088851991271","15903660364275.8","16462720909707",
"Eritrea","ERI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1070531260212.73","1097786992357.45","1107987797228.08","1096558994742.24","1122692137456.1","1153650306301.18","1184343883398.47","1228194152048.47","1282149958363.48","1339725586635","1410006838302.66","1465462446238.28","1505483468430.49","1550376026713.72","1598790138533.64","1657179300444.71","1725168159302.34","1787355959474.85","1803211005178.5","1735354244852.44","1738181475619.55","1724025990291.58","1673013403698.23","1649535306148.45","1672559113626.25","1736760610926.34","1789519475668.72","1842771293467.92","1884868840138.08","1922264001275.94","1704559177419.92","1798643940093.17","1896701324459.69",
"Estonia","EST","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18289381481.6626","19193428258.6643","21698173476.3342","22639836344.121","22543611344.2087","24817728446.3435","26307704018.7761","28089095451.9376","30223941194.377","32280380501.7942","35355547376.459","38808222831.4188","41749552573.3083","39606965135.4168","33812840409.0844","34639315872.6079","37155198682.8146","38354642990.0875","38914018086.7518","40085861824.8865","40828660880.2311","42117035737.1515","44556473262.6919","46242579702.4185","47971916545.3017","47707590681.7716","51530620772.9931","50867209717.3293",
"Ethiopia","ETH","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36730641303.1292","34108999236.3378","31150903048.923","35245014518.8282","36369317998.9629","38597852110.458","43394088288.0723","44754018593.8074","43206362362.9037","45436737792.0504","48196209693.7879","52197124695.351","52987767961.0667","51842511686.7387","58878890054.1649","65837648261.6517","72970977757.3938","81330654830.8309","90105030164.1105","98036573378.2232","110340691113.094","122674900424.815","133283594734.983","147388024659.877","162506340914.728","179394752299.826","196317925147.112","215094143811.298","229755278555.775","248972206952.337","264058754731.249","278955710491.38","293788053498.942",
"European Union","EUU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11993952492359.1","12162701101017.3","12283019266256.4","12220908311406.8","12547225084458.4","12897990139980.6","13158596823371.1","13496270391949.1","13897234945606.3","14293943623336.6","14852051412687.4","15188390427900.8","15380124478438.7","15548143695490.3","15978956944902.8","16311487230893.6","16908776085266.1","17472377990829.1","17625312431245.5","16871684629925.1","17217266268146.4","17540376351506.8","17417479668179.4","17399373839031","17691795695573.2","18114637954135.3","18482555432866","19036968467483.5","19468541835462.2","19849600743704","18720173812361.5","19758992058175.8","20477359657813.5",
"Fragile and conflict affected situations","FCS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2349485924890.33","2148244565226.4","2081047127046.62","1966475664089.15","1781173200645.34","1728944011459.6","1741706969686.22","1804502869757.65","1885199902859.48","1944137467709.98","2055585365334.48","2161339036037.14","2264560221823.53","2319445328608.54","2589123529467.44","2735891695464.73","2911354640638.95","3104595578408.22","3254485865076.03","3262014840220.53","3480427831575.16","3513426915503.62","3740018895260.22","3869164567107.58","3909958139998.07","3959032499680.7","4089065637671.29","4215287655807.83","4342226012412.47","4450186986047.17","4268473084458.6","4340742116249.54","4274464282577.26",
"Finland","FIN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164249961948.473","154581670334.278","149488729772.794","148499117326","154384215194.363","160894392943.522","166794679668.802","177359113841.075","187037920817.751","195229388190.213","206500688395.91","211890395854.072","215507680547.431","219825989406.17","228601643583.116","234956427642.283","244419085501.301","257371675330.3","259389456552.985","238445191238.656","246041956444.155","252310280856.259","248784129304.398","246540851975.183","245641204296.279","246976655331.328","253920299689.414","262026475788.422","265012838732.94","268258580618.648","261941184514.967","269921176264.207","275545726817.77",
"Fiji","FJI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6157497944.79798","5991245270.66525","6356711346.60123","6492111359.21756","6823209013.12245","6993789138.72717","7329491047.47403","7168242290.70123","7261429472.84769","7900435173.45916","7766127900.64889","7921450470.05882","8174936814.89547","8256686129.47875","8694290469.95165","8755150538.22995","8917338289.91953","8841482567.41497","8932796888.3565","8808984955.13736","9069261604.27571","9314598102.3465","9446056364.96989","9893253406.39562","10447623286.2632","10917891748.4898","11184905364.1921","11783674123.9893","12232909168.4617","12161720156.0989","10094199161.6226","9578223330.99145","11122697573.7679",
"France","FRA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1964407999761.79","1984998449952.7","2016745377298.02","2004066777707.34","2051329529863.81","2094544791698.16","2124140577072.54","2173766799653.82","2251775886794.82","2328817556993.87","2420192654831.56","2468202534897.63","2496229751724.52","2516777735437.39","2587996327114.77","2631040399116.79","2695483092567.33","2760841448046.81","2767880101784.03","2688350220063.27","2740757930694.59","2800854547180.79","2809624996095.14","2825817614408.69","2852837603528.6","2884587185274.82","2916186811083.79","2983008898740.32","3038643985600.27","3094645337796.63","2853739994865.15","3048267725339.05","3126376341360.79",
"Faroe Islands","FRO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","288449137.289943","309873238.983168","322293008.08069","348529770.299205","346666804.934577","370983626.097728","359177548.840738","337408022.319488","347025891.508609","351795548.583398","368801006.925953","376795146.552686","378856207.23442","384812262.75225","372959456.11403","380574792.78329","380266316.76833","373283922.581703","364293406.979121","368275495.446014","376596275.000012","388604328.751951","381349786.374975","367316999.765913","358847493.476971","375433008.376916","378812582.795465","388973040.647034","389796316.091086","394375640.204456","387413272.895499","375061812.528013","372738024.078696",
"Gabon","GAB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17260994662.4262","18316073562.3695","17750080211.6484","18450596891.1479","19135622320.4339","20087399043.2221","20815577105.4381","22010051395.1041","22775524355.0805","20741072673.195","20350525244.2551","20785056460.8177","20733294776.1298","21199240332.0075","21345418222.1641","21916665016.0918","21301556639.4609","22581377173.34","21834287970.0189","21862744842.0343","23412788815.2024","25073166048.5972","26389777283.4625","27877817392.1412","29080735299.5598","30208747765.1789","30840546266.5375","30986311650.7557","31245951093.8624","32471045092.2846","31874304868.664","32342206058.6148","33324420053.1016",
"United Kingdom","GBR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1792315487238.29","1772544066241.73","1779653422340.37","1823963785162.69","1894113599421.92","1942066305610.03","1979115411126.66","2068651920273.42","2133965205432.56","2198284420663.03","2288252584451.44","2337619990488.74","2379013754097.49","2453311621951.73","2510841079841.68","2577838797876.52","2633530564422.11","2701040079156.28","2696871177356.16","2575229191247.78","2637809137809.11","2665970676055.82","2704586108449.72","2753805880474.18","2841919479550.73","2909929545102.18","2972935520334.54","3045581294798.01","3097509096126.43","3147202702424.27","2800039227021.69","3012771394507.17","3136343870179.31",
"Georgia","GEO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53472492794.3214","42189796425.5254","23246578059.7522","16435330229.6694","14726056876.5503","15108933872.9646","16801134770.0551","18568453062.2446","19144985466.0236","19694304310.1334","20056352793.9576","21020151455.65","22170760241.6965","24622563246.7567","26049316774.3073","28547335298.9225","31236428810.0816","35165644643.5772","36016150958.6461","34701376458.6494","36870034735.7159","39598417257.174","42120443741.462","43645753624.9421","45580100614.0709","46957625778.7306","48322420424.5406","50662483514.4009","53116027002.7883","55762453626.5218","51992666508.5875","57433978362.1227","63239818383.1538",
"Ghana","GHA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35522479053.3971","37398714729.3857","38849567604.4126","40733771848.3732","42077986213.2489","43808409301.1618","45824674322.1543","47747641452.5175","49991967191.0622","52191612160.4505","54122701852.9985","56287609996.4384","58820552198.0516","61879220990.641","65344457360.4082","69199782839.8838","73628508465.3029","76829006537.5581","83858706162.0519","87921230323.8383","94866754253.9793","108192804460.669","118246933931.97","126893770557.322","130518161396.717","133286137492.55","137782499689.919","148982694254.14","158219737029.55","168516321194.958","169382396791.388","178455327397.315","184236755816.28",
"Gibraltar","GIB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9576957950.82445","9827244372.95535","10148688357.4963","10660602867.3445","11083839366.4703","11594546462.7203","12111845858.9488","12739433682.8792","13203674091.8873","13706998680.9841","14050093159.1415","14564094246.3596","15316272836.3856","15507512012.0359","15870405985.3779","16346085309.3816","16540538686.3085","17668185133.1037","18398414079.6214","18191865746.9088","19067505766.8914","20137595503.1023","21328791923.2602","22170359311.8274","22989898419.9392","23869471373.5037","26452297884.6273","29176885980.0038","31032095919.6998","32775142205.4232","34387766505.871","35728889399.6","37408147201.3812",
"Gambia, The","GMB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2164645785.65701","2231902179.27492","2307311208.03703","2376809760.64542","2380478270.48418","2401470476.234","2454868268.26543","2575156791.56203","2665287245.84253","2835865604.25871","2991838218.62775","3165364842.58532","3062490480.46268","3272883564.88624","3503621856.23188","3421226152.31383","3402218470.62299","3505756467.50142","3725073280.35841","3973376395.49199","4208136815.92033","3865996599.26781","4068635488.07832","4185517978.572","4126611731.21192","4294072680.869","4377521956.89627","4588632823.22907","4920615375.75472","5226778680.23079","5257694411.68966","5481960951.07344","5751877770.50148",
"Guinea-Bissau","GNB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1945323523.22207","2044535023.34963","2067024908.01744","2110432431.07925","2177966269.30536","2273796785.32975","2537557212.34344","2702498431.14576","1943096919.8076","1963024105.60544","2069557175.82522","2114857853.88112","2094022749.61917","2105927482.04036","2164080605.4475","2256402425.0323","2308510834.8939","2383836515.13534","2460204322.38494","2543087989.91513","2660349037.09413","2875432396.89844","2826185354.72066","2918203244.22682","2946351087.35449","3127082706.78979","3322925818.84943","3519615667.21345","3564798265.34134","3725214186.97916","3635809046.52082","3773969878.64024","3906060695.97682",
"Equatorial Guinea","GNQ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","435949278.524678","431492835.51515","581416402.117376","645565312.398115","753173532.636933","884875442.916414","1474025488.22469","3684665195.48321","4560675271.30158","5731127677.14419","6774982661.31209","11068958232.1211","13223291202.3447","15068634589.6961","20794523888.3096","24277336436.6714","26147885206.191","30143834810.9375","35509168865.9224","35986183518.7209","32774713205.9454","34912910465.4196","37815175969.5797","36252199683.1351","36402670347.6074","33086372099.6728","30169339488.3682","28459489607.0028","26684600996.3204","25221797766.6367","24152019925.4645","23923690855.0954","24676281913.8535",
"Greece","GRC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","247403159125.764","255072655602.204","256858164725.455","252748433618.232","257803402949.471","263216551884.793","270750148628.017","282891124139.561","293909464758.277","302940117246.718","314814675253.477","327821596950.357","340681617449.252","360422520994.211","378663476683.12","380932209324.767","402464149600.492","415639807238.598","414246697563.199","396431050353.086","374713694216.342","336682821679.694","312823130975.425","304952509690.634","306403156419.925","305802337733.101","304312550410.314","307636097252.196","312768785993.502","318662418917.774","289969915647.696","314427212160.268","333021520333.02",
"Grenada","GRD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","849027655.351087","860791322.49132","853464707.85481","836746908.17528","850917686.013259","869037766.680451","907607702.536706","953128717.931638","1065154730.31057","1138632964.08696","1194288798.382","1170117586.90523","1210338314.04322","1324884410.50664","1316306442.20306","1491061764.47811","1431488952.66234","1519145476.49628","1533540027.42044","1432122710.82299","1424802470.19097","1435698982.62757","1419118982.85462","1452483861.11625","1559127026.70391","1659616242.71909","1721679317.38406","1798099078.35128","1876522097.87231","1889216990.14697","1629324545.19341","1705698777.55714","1804629321.83165",
"Greenland","GRL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50328329214.474","52169464688.8926","54693600165.1482","56841490009.1263","59134328778.8048","62060619128.4742","63896235639.0566","66684724834.9537","70014645109.9801","72708152048.7023","75332093803.0512","77089271289.1994","80048949726.1641","82098505158.4365","84674687973.9829","87448653551.4229","92128378862.436","97967216348.5439","101193790131.394","101676381400.524","104608906608.961","108964724071.413","112206107054.982","116351919840.696","121522573075.635","126495484346.146","129882783658.342","133882980507.73","138444204157.747","144006750976.874","141426354928.774","152743868921.169","159033867811.592",
"Guam","GUM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3599894765.41201","3817971573.1125","4114165446.71759","4450502812.14496","4830238545.12184","5073269416.1494","5476874254.46609","5815381538.02574","5717735205.39978","5886988847.17961","5806701863.53504","5939066890.2006","6006334363.08992","5968360792.34229","6061667286.74211","5943406728.42674","6248280275.54174","6697608871.12916","6815166875.70006","7061297204.80957","7353524865.93003","7735632516.52885","8143790063.68535","8441323821.95855","8583646882.55661","8642661275.4736","8971766802.20281","9306806134.43556","9720122659.60009","10240404610.916","14692887062.1954","17640281815.3745","27836403513.2809",
"High income","HIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32692703679037.4","33195060333174.7","33908597994471.3","34360153095208.7","35497106417199.1","36542942503591.6","37649902293002.7","38944595052255.4","40016849400949.3","41353279038763.9","43086458479056","43737464252326.2","44424961494052.2","45451429927132.1","47068621197148.6","48458466835705.1","50032569041842.7","51467520764482.5","51847421471306","50154147532733.7","51707320972321.3","52822129637467.1","53554538205628.1","54343637741149.3","55509083399879.1","56854773625894.8","57933382931820.4","59339442303610.8","60766556476216.8","61839419336858.5","59167898744976.3","62338810101374.2","64197360263902.6",
"Hong Kong SAR, China","HKG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164276497261.616","173643465031.106","184469961985.629","195909355659.814","207734739240.759","212665849541.361","221722256071.033","233029571976.56","219321420579.405","224819021897.167","242047953766.724","243405359365.649","247437844189.716","255000266464.271","277185451523.41","297664334598.261","318597962517.024","339194799885.859","346412361053.529","337893888185.631","360761500916.675","378131201923.921","384560642164.156","396487994128.189","407440515933.653","417169572345.071","426244758439.969","442425449123.253","455020950081.498","447411035683.314","418128882201.801","445063590030.015","429591711531.764",
"Honduras","HND","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19771799006.9979","19115512017.1726","20276528553.1976","21593634710.4162","21639392377.8517","22978720276.5293","23408600728.1","24484947633.3436","25364014311.5304","25177423664.9346","27013182175.2807","27748803335.1589","28790587164.8006","30099706118.4787","31975610994.0599","33910327064.1473","36137300831.6536","38373595236.3599","39997412334.6285","39024824105.0691","40480895061.5572","42033616973.3577","43769053767.6593","44990893058.8619","46366750814.2298","48147271125.4224","50021631004.0765","52444135530.2339","54460609798.3686","55905485859.0894","50893693122.0963","57272757483.9932","59562493585.6883",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","657554771474.357","663262957655.196","660260177835.281","666807689909.201","667320569975.293","701177062860.061","737620653790.504","781263436462.554","807898066723.96","833349750346.901","858643902593.043","893573234235.853","923582674484.013","962009662642.758","1016285328811.88","1074053429096.02","1138224417248.46","1202168007304.7","1270055315823.88","1315299546217.79","1395949338541.78","1454229610829.69","1500027258720.61","1584984916295.99","1676874011838.14","1753008294801.09","1833364260728.99","1923761842258","2002079246567.85","2088384984606.55","2092514508676.03","2170618077113.34","2271044483956.53",
"Croatia","HRV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69686494825.3643","73896572701.4375","78462290081.6031","80228425592.6833","79554273294.6127","81908123716.4746","84457482539.0772","89375454945.6863","94376327237.8021","98323762300.0981","102560238177.566","107604210953.561","112942367448.42","115203320067.079","106916232876.993","105607813956.139","105516343037.508","103056058937.845","102646073424.8","102205351642.508","104783269334.129","108512882566.927","112215849767.732","115358652363.943","119305078241.127","109068293286.491","123325924089.391","131134103084.062",
"Haiti","HTI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25019940444.7154","25490451614.6872","24136925732.302","22827184698.6609","20099192477.0773","22088551755.9401","23003188615.7169","23625359062.7293","24140826674.766","24795102949.4335","25010835038.5289","24925110930.8507","25187278266.1681","26063991943.0699","25720505863.4137","26510684396.8885","26979592286.9866","28249394875.6859","29000272918.3738","30708498889.3487","28973004532.5506","30450110173.7619","30603098958.1924","31926616920.551","32848904255.1722","33308788915.456","33912500081.8754","34763795853.9554","35343590249.5281","34734585907.8744","33586432269.8013","32982467647.328","32427707826.815",
"Hungary","HUN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170403225449.183","165181763305.093","164230137096.895","169070253065.162","171588597557.282","171730009378.847","177127693416.727","184035681432.845","189687466653.577","198183937667.142","206258125754.449","216037414521.872","224839318333.975","236091673382.28","246230105251.626","255946509884.272","256656435814.409","259233120210.27","242129263152.418","244735189135.841","249303997362.225","246187133909.65","250624711407.754","261231675020.569","270916358651.763","276879232833.969","288707447254.494","304188946322.631","318985383333.043","304517639122.721","326442910193.308","341387159012.389",
"IBRD only","IBD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17696812640559.6","17769865666421.6","17849785229154.7","18297979677222.1","18714396845043.8","19387815669576.6","20381637716609.2","21348084352153.6","21751385194574.6","22577709305975.2","23884131718838.1","24736789753176.9","25845326201268.6","27381693692051.2","29436092008420.4","31461358445559","33942999800331.9","36809230474420.7","38796961704465.4","39640661762345.1","42558806108222.8","45067446759800.5","47398526879722.7","49724043224055.6","51982444313275.9","54179756010863.5","56663596180059.8","59563785788975.7","62425858708642.1","64774464482781.2","63503130778157.1","68075008249306.2","70543969189613.9",
"IDA & IBRD total","IBT","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19626534181529.3","19735944084143","19855630007768.1","20326190453865.3","20761767897624.9","21512552246555.2","22607371725939.8","23659383486800","24139044987282.3","25044540020354","26452863822645","27414757018787.6","28654973602866.6","30336439373366.6","32589860116666.7","34811608339466.2","37505810784273.4","40594010891953.4","42772124664219.4","43802431525927.6","46967783671438","49694722221329.6","52234415695361.9","54830958733522.1","57388487443099.6","59831421638749.9","62551955561516.5","65716809084861.8","68869592679761.3","71486435066506.3","70205048078169","75054162128141.4","77841211356518.6",
"IDA total","IDA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1937594615719.89","1974751526640.79","2015392908074.9","2037241707693.72","2056103523846.29","2133853428439.75","2235121524959.82","2320635606420.4","2397995940110.44","2477269074019.21","2578516469335.3","2688594736189.06","2821078293693.25","2966441870938.22","3165913529553.95","3362843460985.55","3575420838883.11","3796964361361.1","3987740297467.44","4176219811208.49","4423546774590.96","4642039412556.43","4850925792228.14","5123229319938.94","5423984700532.69","5670591428464.71","5907857077706.64","6173034232106.77","6464641159122.64","6734005040846.83","6725125603872.95","7001590586351.69","7321817704364.31",
"IDA blend","IDB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","925513052959.439","946629190313.177","979566509739.745","978744812673.435","990991288823.729","1016447003211.34","1062906607586.55","1082700358491.09","1112487007830.16","1139852605277.83","1183218819381.2","1233486949106.01","1309752813007.27","1379226145698.59","1483199785119.95","1573364236634.16","1665596477268.95","1760029029272.06","1825375127806.69","1922069940251.5","2024807757636.88","2113615730506.72","2206174473322.71","2324621331314.81","2455261823831.73","2554130952891.58","2615101614599.56","2690529933815","2804588897821.66","2884162334171.31","2847879861846.12","3001377499918.58","3146421488456.19",
"Indonesia","IDN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","823312134708.355","879098261926.202","936217728784.172","997038253342.028","1072214649455.24","1160350772973.99","1251069167151.14","1309867902385.79","1137925138526.78","1146927561091.29","1203357174106.19","1247201088984.9","1303318595058.28","1365622034733.52","1434324757866.34","1515974717436.42","1599367755718.47","1700847995305.04","1803131952430.77","1886596607760.4","2004015629604","2127659069439.35","2255957989050.89","2381327523213.48","2500552696432.02","2622487705196.92","2754479325709.95","2894125530220.37","3043876022674.53","3196656916889.19","3130629590127.38","3246558536869.58","3418905181206.39",
"IDA only","IDX","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1011903420383.68","1027579394471.82","1033828437528.74","1057704994303.61","1064035115432.16","1117337193500.72","1172292544352.55","1239777637666.93","1287945024868.67","1340727467693.77","1399015783847.65","1459004687426.38","1514148118838.23","1590061963933.82","1685061948565.95","1792102119950.98","1913056629483.74","2040906412055.61","2167952924964.4","2259428271267.56","2404940541232.78","2535548162411.24","2652336827896.58","2806916262670.06","2977805045153.25","3126582550538.85","3305555995240.41","3497940459674.14","3676858184622.23","3869180732281.57","3898153964924.25","4020191370113.69","4195754759428.45",
"Isle of Man","IMN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
