"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Nigeria","NGA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","310358599717.409","311470777836.836","325895590531.836","319263228179.704","313468841684.775","313241060282.361","326384417250.402","335970652075.625","344642908316.617","346656060234.375","364044102047.63","385587083999.677","444694328612.319","477366887957.523","521525989891.598","555104526933.413","588740686241.184","627545352358.029","669995486886.938","723842522354.13","781790864062.299","823287730557.914","858113305207.652","915360921849.015","973117620702.128","998931446583.028","982780034192.258","990700126987.351","1009748886411.97","1032048476445.27","1013530914845.45","1050496277960.64","1084655070127.01",
"Nicaragua","NIC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14415996331.8533","14388709517.8259","14444299798.8218","14387542954.8841","14867759716.4327","15746727986.1577","16745742671.5177","17409987836.7346","18056191128.3947","19326619403.9188","20119318138.3353","20715019647.0402","20871198229.5034","21397305388.3056","22533966756.936","23498960980.5296","24474919725.9589","25717438391.9191","26601185714.2521","25725058678.7814","26859657606.4749","28556510132.39","30411535099.1236","31909848259.2197","33436994937.1735","35039314715.2557","36637927326.7563","38334779852.6714","37045509697.0422","35972490925.3445","35337123763.9841","38993419782.0168","40456102952.189",
"Netherlands","NLD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","545153271086.373","558450292099.653","567977850008.497","575120467717.308","592150317150.525","610601934122.13","631965321180.333","659323437432.31","690073736371.623","724812380543.623","755222916811.528","772796614892.407","774475697879.233","775681137534.12","791077987029.629","807302016462.365","835242650078.475","866755039931.981","885566439963.833","853093746422.164","864548571731.448","877959356777.055","868913267500.893","867782157148.544","880134128412.903","897377449761.458","917045394441.436","943739691874.959","966020584715.913","984911971364.286","946637465636.71","992674520140.367","1037128867577.35",
"Norway","NOR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179423908100.357","184958128351.87","191569380723.928","197019879664.598","206979774379.259","215581114874.18","226420451012.152","238385770501.349","244747539669.828","249818824141.058","258110175190.185","263445649243.31","267074763229.516","269598377748.58","280421746961.523","287951307613.869","295039256734.491","303636710543.714","305099995186.178","299179942594.983","301534643854.529","304868579818.816","313154783635.532","316337033812.044","322816033824.815","328811824264.339","332641575269.002","340837019722.395","343662325088.06","347524220033.9","343082263509.045","356456979268.733","368150755986.877",
"Nepal","NPL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30495897614.6591","32437922239.7937","33769955225.1686","35070047855.2848","37951403931.4994","39267730119.618","41360026369.4976","43448133849.475","44758698786.1657","46733709169.465","49631199129.5235","52013443156.7968","52075933760.0647","54130349011.038","56665058493.8931","58636538470.0179","60609432110.1905","62677159421.8757","66503373830.1246","69518024120.3915","72866300416.3933","75359645823.9819","78879048236.7726","81659655509.1701","86568611687.9666","90010625807.2267","90400474175.0547","98515977279.2828","106025235593.668","113083394294.836","110403746858.447","115745245310.105","122242249508.75",
"Nauru","NRU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55212986.2472847","50882555.95338","46552125.6594753","43304302.9390468","71452099.8494273","67121669.5555226","66039061.9820464","72534707.4229034","95269466.465903","99599896.7598077","114756402.788474","108260757.347617","116921617.935426","109343364.921093","118004225.508903","127747693.670188","133160731.537569","137491161.831474","140738984.551902",
"New Zealand","NZL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93229064887.0385","92212129655.8695","93220776877.3802","99179010287.7696","104256229900.353","109179293569.848","113126861316.069","115478991645.445","116471063588.037","122731807870.16","126255859359.396","130562297035.345","136716954941.922","143181583965.481","149036217255.141","154033872271.164","158344453951.942","163197898044.148","161222042168.624","161041364446.549","163403440535.595","167033578400.379","170830304222.738","175553627155.626","182243689449.574","189053098638.363","196240440031.016","203156764100.159","210318412218.633","215462765153.687","214053807954.156","225115782015.718","229971483907.485",
"OECD members","OED","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32612217908593.2","33051714815784.2","33771221992179.5","34249195217882.6","35322669964147.9","36252130166270.4","37400149227267.7","38769863736645.9","39901495601902.9","41196130185726.1","42899711011177","43476926713945.8","44169560866949.2","45080028511665.1","46593869000836.7","47936357086222.5","49459051094990.4","50811661067712.7","51050946696197.5","49288061478131.1","50815759320203.8","51872964073011.1","52578763519684.7","53403871275678.7","54552052224845.9","55934002527397.9","56991168899608.7","58489564195828.6","59884247903408.3","60900855059971.1","58292208103217.7","61578608123171.3","63383089009087.1",
"Oman","OMN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54969772949.3981","58308679784.288","63214704614.5052","67034744354.9337","69632859659.2744","73112287983.2767","75339244341.9166","79884847072.0404","81995674768.0484","82267486797.1748","87656884881.9361","91586369936.3973","90578090742.1801","88160931866.0336","89300152435.7906","91523923712.1787","96440487187.2113","100734676910.57","108994999149.034","115657204689.888","117639552189.941","121044758120.326","131773103016.49","138661810901.148","140453671333.574","147500313483.563","154943804623.205","155414922984.09","157415274542.985","155638510926.183","150378373760.586","155028489155.237","161712160334",
"Other small states","OSS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","289902895257.689","302608375593.976","316568984178.556","331561093174.764","360676526690.901","381205073916.859","419365450582.179","458968254667.882","491030518796.081","496830290376.579","536327084815.62","574896088830.823","595006082291.207","616395101176.042","639651353355.825","656847112541.116","674856282525.827","684394791921.872","698784157963.185","714494426578.431","678799405608.906","706755036347.596","736861779859.756",
"Pakistan","PAK","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","353344025646.943","371228772911.829","399835282840.639","406863378321.796","422069553503.65","443015215778.503","464486308313.24","469198038910.442","481163688212.242","498774917914.27","520023168397.642","538506966621.57","552014540011.61","583904607628.883","627971070988.893","668907111475.199","708365837909.72","742599864508","755234499189.925","776620161226.157","789098029047.005","810785645972.131","839220169540.934","876116120354.645","917071990560.495","960460018888.771","1013542107027.34","1058468637040.17","1123582479821.53","1151645490770.2","1136972520179.96","1210728914158.85","1285650701729.76",
"Panama","PAN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27468627597.1509","30055899158.4491","32520987928.9236","34295249918.2502","35272714891.1437","35890579544.9496","37354808669.2204","39768299286.2298","42687889257.8541","44360062068.4518","45564603728.9243","45826268850.3001","46847804855.0432","48817987388.4572","52490115287.1742","56264826136.0827","61133120868.3525","68459305144.5934","75206417973.4377","76141227971.3131","80578733783.9504","89695110287.0432","98465937740.9962","105263974930.997","110597092488.197","116937683850.356","122729854564.379","129591863447.803","134367880780.372","138777666578.947","114257966726.992","132351589782.36","146657957799.357",
"Peru","PER","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115857374579.764","118428549911.38","117788432792.831","123964759972.525","139222796570.106","149541148019.887","153726764495.18","163683377119.305","163042495225.226","165479834839.104","169938476178.581","170988512981.172","180313421017.577","187823516721.464","197136188349.39","209526316709.744","225301341565.557","244493383489.085","266807239125.777","269730975976.69","292206199250.197","310694647686.192","329770443729.172","349070319002.42","357385723339.321","369008781843.158","383596875076.523","393259049121.626","408868882462.974","418030128535.975","372591755200.867","422584366816.693","433925987925.516",
"Philippines","PHL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","260546656531.226","259409656766.962","260493026893.886","266176698160.904","277818377690.533","290668103076.219","307702265068.376","323660971265.235","321997060637.574","332772535085.67","347356307520.268","357948005500.658","371250266158.145","390135437286.547","415764325667.434","436313498745.595","459509742986.811","489466522833.647","510731333780.83","518128373476.702","556130498823.889","577587308295.791","617423226034.986","659102574170.73","700942323076.64","745440312681.171","798735245433.432","854095492048.794","908257834444.197","963829823123.725","872089659762.422","921927256489.89","991720215105.379",
"Palau","PLW","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262380541.30099","279278128.775021","289274587.216227","279834448.894858","293423294.464852","305042456.927083","303805071.598533","309945402.614252","292024633.980602","272778830.47726","273368287.778458","291639315.288127","296517266.719047","286473307.881352","304503553.619292","327460269.050282","327187254.866649","313841905.376755","314181193.923108","315425251.926403","286698821.668495","248472312.112696","",
"Papua New Guinea","PNG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11237026589.9121","12309814024.1414","14014610664.7936","16565590173.1611","17549935607.6296","16968602980.0028","18280903115.6405","17567145425.2981","16905019825.077","17218701595.6426","16789122197.654","16768758905.4539","16742113258.1618","17104429750.1063","17569871343.0995","18684643823.7698","19695472608.2519","21234711062.0586","21171759095.065","22611527948.9416","24901726172.2329","25177523653.2663","26350071041.3272","27357947116.0496","31063244720.2409","33106695643.4371","34924111919.2525","36158543357.0678","36057569798.5349","37673104197.2361","36479853386.3664","36516333239.7527","38196084561.0993",
"Poland","POL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","429105966251.813","399001699083.905","409036506483.377","424327560313.977","446786378195.539","478521013882.268","507785171347.612","540532252680.071","565615732738.48","591944533394.343","618943037196.466","626732865241.537","639492288012.437","661864230026.65","694843895872.382","719210922128.597","763306725189.133","817207893948.714","851530472386.161","875647382633.127","901344465050.676","946791946450.916","961421979842.391","969657107885.238","1006862448644.24","1050996236612.72","1082037503386.78","1137654421219.15","1205290348309.06","1258926207096.21","1233494434651.09","1317961182260.59","1382198921047.27",
